plz,ort,bundesland,zulassungsbezirk
11520,Mönchskirchen,BE,HWI
11523,Mönchsbach,BE,HWI
11537,Bärenburg,BE,HWI
11542,Schlossau am Berg,BE,HWI
11548,Ahornkirchen am Berg,BE,HWI
11560,Bad Rehheim,BE,HWI
11570,Grünthal,BE,HWI
11586,Birkenscheid,BE,HWI
11598,Lindenstein an der Ilm,BE,HWI
11602,Falkenburg,BE,HWI
11606,Mönchstal an der Aue,BE,HWI
11610,Talhofen,BE,HWI
11612,Weidenbrück am Moor,BE,HWI
11618,Hohenscheid,BE,HWI
11621,Oberthal,BE,HWI
11658,Bad Königssee,BE,HWI
11660,Bärental,BE,HWI
11666,Südingen-Ost,BE,HWI
11667,Kiesberg,BE,HWI
11737,Nordhagen am Berg,BE,BHE
11796,Fürstenhagen,BE,BHE
11804,Schlosswald,BE,BHE
11806,Hirschheim,BE,BHE
12032,Rabenthal,BB,MP
12062,Hirschstein,BB,MP
12112,Fürstenwald,BB,MP
12116,Ostfurt,BB,MP
12148,Ostfeld,BB,MP
12191,Bruchsee,BB,MP
12229,Kleinstein,BB,MP
12235,Osttal,BB,MP
12254,Steinfeld,BB,MP
12265,Bärental am Moor,BB,MP
12363,Bruchbach-Süd,BE,YLZ
12364,Hohenheim-Ost,BE,YLZ
12385,Buchenweiler,BE,YLZ
12393,Kieshofen,BE,YLZ
12429,Winterberg,BE,YLZ
12464,Mönchsthal,BE,YLZ
12579,Kleinau,BE,YLZ
12628,Fürstenburg,BE,YLZ
12632,Ritterburg,BE,YLZ
12641,Wolfsingen,BE,YLZ
12644,Rehstadt,BE,YLZ
12665,Sonnenburg,BE,YLZ
12667,Falkenfeld,BE,YLZ
12671,Moorfeld im Tal,BE,YLZ
12678,Hafenhofen,BB,CPL
12698,Nordfeld-West,BB,CPL
12860,Buchensee an der Warne,BB,CPL
12877,Hirschtal-Nord,BB,CPL
12888,Hohenfeld an der Aue,BB,CPL
13028,Espenhagen,BE,CEH
13038,Nebelwald,BE,CEH
13077,Fürstenscheid im Tal,BE,CEH
13129,Fährsee,BE,CEH
13220,Espenfeld im Grund,BE,CEH
13241,Mönchstal,BE,CEH
13269,Nordwald-West,BE,CEH
13292,Altwald,BE,CEH
13314,Fährbrück,BE,CEH
13348,Wolfsscheid,BB,SLU
13366,Fuchsroda am Moor,BB,SLU
13401,Sandhofen,BB,SLU
13408,Hirschhausen im Tal,BB,SLU
13427,Brückenbrunn,BB,SLU
13435,Kieshofen,BB,SLU
13454,Unterweiler,BB,SLU
13487,Heideweiler,BB,SLU
13488,Bruchstein,BB,SLU
13492,Sommerberg,BB,SLU
13507,Neuheim,BB,SLU
13513,Mondburg-Ost,BB,SLU
13518,Rehbrunn,BB,SLU
13522,Birkendorf,BB,SLU
13537,Grünberg,BB,SLU
13548,Wiesenstadt im Tal,BB,SLU
13549,Sandbrunn,BB,SLU
13561,Schlossscheid,BB,SLU
13583,Sonnenfeld-Süd,BB,SLU
13597,Steinhagen,BB,SLU
13616,Talheim,BB,SLU
13633,Nebelsee an der Warne,BB,SLU
13646,Fürstenbrück,BB,SLU
13670,Birkenwald,BB,SLU
13675,Oberingen,BB,LSQ
13678,Schlossbrunn,BB,LSQ
13689,Kiessee,BB,LSQ
13704,Großfeld,BB,LSQ
13715,Talbach,BB,LSQ
13724,Altdorf,BB,LSQ
13732,Niederberg,BB,LSQ
13738,Sommerbach im Grund,BB,LSQ
13741,Brückenstein,BB,LSQ
13746,Ritterwald im Grund,BB,LSQ
13756,Erlenheim,BB,LSQ
13760,Schlossingen,BB,LSQ
13767,Rehstein,BB,LSQ
13805,Neuroda,BB,LSQ
13821,Nordscheid,BB,LSQ
13824,Brückenthal,BB,LSQ
13826,Hirschdorf,BB,LSQ
13860,Großfeld,BB,LSQ
13861,Winterhofen-Süd,BB,LSQ
13872,Bärenstein,BB,LSQ
13888,Sternstadt,BB,LSQ
13890,Sandberg,BB,LSQ
13897,Sommersee-West,BB,LSQ
13899,Neuthal,BB,LSQ
13902,Marktfurt,BB,LSQ
13925,Mühlwald-Ost,BB,LSQ
13941,Talhagen-West,BB,LSQ
13944,Steinhofen,BB,LSQ
13951,Markthagen,BB,LSQ
13961,Großroda,BB,LSQ
13971,Wiesenstadt am Moor,BB,LSQ
13979,Neuwald-Ost,BB,LSQ
13986,Unterscheid,BB,LSQ
13998,Kleinstadt,BB,LSQ
14002,Rotbrück,BB,LSQ
14009,Ahornkirchen,BB,E
14086,Burghofen,BB,E
14117,Ostthal am See,BB,E
14124,Birkenthal,BB,E
14133,Brückenbrunn,BB,E
14212,Steintal,BB,E
14230,Kleinroda am Moor,BB,E
14285,Ahornhofen am Berg,BB,E
14300,Talhausen an der Ilm,BB,E
14304,Steinstadt,BB,E
14311,Oberau im Grund,BB,E
14351,Rabenfurt,BE,CEF
14388,Erlendorf,BE,CEF
14398,Weidenhausen,BE,CEF
14409,Bischofsheim,BE,CEF
14415,Ritterstein,BE,CEF
14471,Bruchthal im Grund,BE,CEF
14482,Sandhofen an der Aue,BE,CEF
14568,Oberingen,BE,CEF
14587,Mönchsingen,BE,CEF
14611,Talheim,BE,CEF
14623,Großstadt,BE,CEF
14635,Fürstenstadt-Nord,BE,CEF
14654,Wiesenfurt,BE,CEF
14673,Mühlfurt-Süd,BE,XC
14689,Ritteringen,BE,XC
14705,Winterkirchen im Tal,BE,XC
14706,Feldwald,BE,XC
14709,Königsweiler im Grund,BE,XC
14749,Oberkirchen,BE,XC
14758,Mönchsheim,BE,XC
14764,Großhofen,BE,XC
14773,Ahorntal,BE,XC
14778,Berghofen,BE,XC
14782,Altroda,BE,XC
14803,Sternhausen,BE,XC
14815,Wolfsberg,BE,XC
14891,Rehbrunn am Moor,BE,XC
14909,Rabenburg,BE,XC
14910,Bärenthal-West,BE,XC
14935,Altdorf,BE,XC
14940,Bärenau,BE,XC
14941,Kieskirchen,BE,XC
14945,Ahornau an der Warne,BE,XC
14952,Bad Fürstendorf,BE,XC
14954,Sonnenburg,BE,XC
14960,Sonnenau am Berg,BE,XC
14985,Niederthal,BE,XC
14988,Eichenbach,BE,XC
14995,Erlenthal im Grund,BE,XC
14996,Bärenheim,BE,XC
15004,Winterbach,BE,XC
15049,Weidenroda an der Aue,BE,ZDV
15063,Kiesroda an der Aue,BE,ZDV
15136,Bruchhausen,BE,ZDV
15142,Bärenthal,BE,ZDV
15146,Ritterdorf,BE,ZDV
15166,Hafenthal-Ost,BE,ZDV
15205,Erlenhausen,BE,ZDV
15239,Fürstenfurt-West,BE,ZDV
15251,Weidenheim,BE,ZDV
15256,Adlerburg,BE,ZDV
15287,Rabenbrunn,BE,ZDV
15442,Niedersee,BB,W
15443,Burgfurt-West,BB,W
15478,Unterroda-Nord,BB,W
15504,Bärenhofen,BB,W
15517,Sommerberg,BB,W
15536,Altheim am See,BB,W
15567,Bischofsthal,BB,W
15629,Birkenstadt,BB,W
15639,Unterdorf-Ost,BB,W
15670,Steinroda,BB,W
15685,Ritterbrunn,BE,RZO
15703,Rabenburg,BE,RZO
15722,Bärenstein,BE,RZO
15733,Bergberg,BE,RZO
15736,Sandkirchen,BE,RZO
15742,Bruchtal,BE,RZO
15753,Schlossheim an der Aue,BE,RZO
15758,Bergweiler,BE,RZO
15761,Osthofen an der Ilm,BE,RZO
15764,Kiesdorf im Tal,BE,RZO
15773,Hohenbach,BE,RZO
15778,Winterthal,BE,RZO
15791,Rabental,BE,RZO
15813,Ostburg,BE,RZO
15859,Hirschhausen,BE,RZO
15869,Weidenfeld an der Warne,BE,RZO
15875,Weidenhausen an der Ilm,BE,RZO
15877,Ostheim,BE,RZO
15884,Marktweiler-Süd,BE,RZO
15939,Kiesthal-Süd,BE,RZO
15945,Bischofsweiler am Berg,BE,RZO
15966,Nordstein,BE,RZO
15977,Sonnenthal,BE,RZO
16010,Niederwald im Grund,BB,EB
16049,Nebelfeld am Moor,BB,EB
16050,Fürstenau-Nord,BB,EB
16056,Birkenwald-West,BB,EB
16057,Schlossburg,BB,EB
16064,Hohenbrunn,BB,EB
16082,Bergwald,BB,EB
16087,Bad Ostbach,BB,EB
16095,Brückenhausen,BB,EB
16119,Berghagen,BB,EB
16132,Lindental-Ost,BB,EB
16141,Weidenstein im Grund,BB,EB
16152,Kieshausen,BB,EB
16187,Eichenweiler am Berg,BB,EB
16230,Grünstein,BB,EB
16242,Erlensee an der Aue,BB,EB
16244,Marktburg,BB,EB
16254,Altbrück,BB,EB
16272,Rotsee,BB,EB
16275,Oberdorf,BB,EB
16279,Lindenbrunn,BB,EB
16283,Oberbrunn,BB,EB
16284,Erlenbach,BB,EB
16289,Birkenfurt,BB,EB
16297,Bad Weidenbrück,BB,EB
16300,Grünsee,BB,EB
16305,Lindenkirchen,BB,EB
16308,Steinhofen,BB,EB
16321,Eichenscheid,BB,EB
16323,Hirschfurt,BB,EB
16338,Espeningen,BE,CAW
16350,Sonnenau,BE,CAW
16388,Königsbrück,BE,CAW
16427,Fuchsthal,BE,CAW
16444,Wiesenhofen,BE,CAW
16456,Kiesbrunn,BE,CAW
16482,Neuhofen,BE,CAW
16501,Talau,BE,CAW
16505,Erlenthal-Nord,BE,CAW
16560,Grünthal-Nord,BE,CAW
16590,Steindorf-Ost,BE,CAW
16634,Oberheim,BE,CAW
16648,Weidenburg,BE,CAW
16654,Fuchstal an der Warne,BE,CAW
16672,Mühlthal-Nord,BB,CO
16686,Mühlburg,BB,CO
16692,Moorbach,BB,CO
16695,Fuchsberg,BB,CO
16713,Burgscheid,BB,CO
16717,Bad Neuhausen,BB,CO
16724,Espenheim,BB,CO
16744,Weidenscheid,BB,CO
16753,Rabenstadt an der Ilm,BB,CO
16756,Ahornstein,BB,CO
16757,Unterkirchen,BB,CO
16758,Buchenau-West,BB,CO
16806,Mondberg-West,BB,CO
16808,Steindorf an der Aue,BB,CO
16821,Niederkirchen,BB,CO
16832,Rotkirchen,BB,CO
16836,Südberg,BB,CO
16880,Bischofsbrück,BB,CO
16886,Sandheim-Nord,BB,CO
16907,Birkenau,BB,CO
16935,Bärenbach,BB,CO
16937,Bärenstadt-Nord,BB,CO
16940,Weidenhausen,BB,CO
16942,Talburg-West,BB,CO
16951,Nordthal,BB,CO
16956,Bischofshagen,BB,CO
16958,Altthal,BB,CO
16975,Nordthal,BB,CO
17000,Talfurt,BB,CO
17010,Steinbrück,MV,PI
17019,Lindenhofen am See,MV,PI
17040,Brückensee-Ost,MV,PI
17050,Brückenbach an der Warne,MV,PI
17063,Bischofsbrunn,MV,PI
17102,Wolfsheim am See,MV,PI
17110,Schlossfeld,MV,PI
17113,Sandingen-Süd,MV,PI
17125,Espenstadt,MV,PI
17166,Grünhausen,MV,PI
17167,Ostburg,MV,PI
17174,Kleiningen,MV,PI
17178,Bad Schlossbach-Nord,MV,PI
17183,Winterhagen,MV,PI
17194,Steinweiler,MV,PI
17213,Espenbrück,MV,PI
17214,Lindenheim,MV,PI
17216,Fürstenbrück,MV,PI
17221,Großfurt-Süd,MV,PI
17236,Königshofen,MV,PI
17242,Bischofskirchen-Süd,MV,PI
17246,Hirschscheid an der Warne,MV,PI
17255,Mönchsstadt,MV,PI
17269,Marktbrunn,MV,PI
17272,Adlerdorf,MV,PI
17282,Eichenau-Süd,MV,PI
17300,Bischofsau,MV,PI
17303,Erlenthal,MV,PI
17307,Wolfsstadt,MV,PI
17313,Ritterdorf,MV,PI
17315,Schlosssee,MV,PI
17325,Grünau,MV,PI
17337,Ahornhausen,BE,KOB
17350,Rotwald,BE,KOB
17354,Birkendorf,BE,KOB
17359,Bad Unterbrück,BE,KOB
17382,Altstein,BE,KOB
17385,Mönchsheim an der Aue,BE,KOB
17400,Neubach,BE,KOB
17431,Fuchsheim-Ost,BE,KOB
17437,Sonnenhagen,BE,KOB
17440,Brückensee,BE,KOB
17446,Bruchscheid-Süd,BE,KOB
17448,Hohenstein,BE,KOB
17451,Neufeld im Tal,BE,KOB
17457,Erleningen,BE,KOB
17465,Mühlbach-West,BE,KOB
17467,Sommerthal,BE,KOB
17474,Hohenberg,BE,KOB
17485,Lindenthal,BE,KOB
17490,Kleinau,BE,KOB
17517,Fährstadt,BE,KOB
17520,Fährfeld,BE,KOB
17522,Mondweiler an der Aue,BE,KOB
17523,Heidestein,BE,KOB
17524,Kieshausen,BE,KOB
17525,Bruchingen-Nord,BE,KOB
17533,Sandberg-Süd,BE,KOB
17537,Erlensee,BE,KOB
17550,Mühlthal,BE,KOB
17551,Marktfurt,BE,KOB
17563,Bärental,BE,KOB
17568,Nebelthal am See,BE,KOB
17593,Mönchskirchen,BE,KOB
17597,Espenburg,BE,KOB
17600,Brückenbach am Berg,BE,KOB
17608,Sommerhagen,BE,KOB
17609,Brückenwald,BE,KOB
17623,Hohenstadt,BE,KOB
17626,Kiesscheid im Tal,BE,KOB
17694,Hirschfeld,BB,LKY
17706,Moorhausen,BB,LKY
17708,Wolfssee,BB,LKY
17722,Ritterwald,BB,LKY
17736,Fährweiler an der Ilm,BB,LKY
17739,Sandroda,BB,LKY
17774,Brückenburg,BB,LKY
17801,Fährtal,BB,LKY
17804,Königshofen,BB,LKY
17860,Kiesheim,BB,LKY
17862,Mondbrunn,BB,LKY
17892,Hafenscheid im Tal,BB,LKY
17895,Weidenscheid,BB,LKY
17896,Weidenhagen,BB,LKY
17900,Weidenfeld,BB,LKY
17917,Kleindorf,BB,LKY
17929,Neudorf,BB,LKY
17935,Mönchsdorf,BB,LKY
17951,Erlenfeld,BB,LKY
17958,Marktfurt,BB,LKY
17965,Bärenroda,BB,LKY
17971,Rabenweiler,BB,LKY
17978,Mondhausen,BB,LKY
17988,Bruchhagen,BB,LKY
17989,Oberau,BB,LKY
18039,Westscheid,BB,S
18058,Ahornstadt im Grund,BB,S
18066,Unterfeld,BB,S
18075,Falkeningen,BB,S
18132,Fürstenstein-Nord,BB,S
18137,Steinbrück,BB,S
18152,Altweiler,BB,S
18216,Sommerfeld am See,BB,S
18234,Weidenroda,BB,S
18238,Ritterbrück,BB,S
18239,Nebelsee,BB,S
18251,Bruchau,BB,S
18264,Rehberg,BB,S
18272,Wolfskirchen,BB,S
18279,Birkenbrunn,BB,S
18307,Fährau,BB,S
18394,Nordstadt,BB,KY
18408,Moorsee,BB,KY
18455,Mühltal,BB,KY
18476,Ahornbrück an der Ilm,BB,KY
18503,Schlossbrunn-Nord,BB,KY
18520,Sandfurt,BB,KY
18609,Mondstein,BB,KY
18644,Obersee,BB,KY
18656,Sternfeld,BB,KY
18671,Feldtal,MV,VRE
18678,Neuheim,MV,VRE
18684,Bad Burgfeld,MV,VRE
18697,Nebelstein,MV,VRE
18700,Osthofen-West,MV,VRE
18701,Steinfeld am See,MV,VRE
18707,Rabenscheid,MV,VRE
18711,Bad Mühlsee an der Ilm,MV,VRE
18712,Erlenbrunn,MV,VRE
18740,Ritterdorf,MV,VRE
18758,Falkenburg,MV,VRE
18760,Königsingen,MV,VRE
18772,Fürstenheim am See,MV,VRE
18773,Unterdorf-West,MV,VRE
18789,Adlerfurt im Grund,MV,VRE
18802,Altberg,MV,VRE
18806,Mühlberg,MV,VRE
18807,Rothofen,MV,VRE
18810,Mondkirchen am Berg,MV,VRE
18819,Talbrück,MV,VRE
18822,Heidetal,MV,VRE
18824,Unterwald,MV,VRE
18831,Unterberg,MV,VRE
18845,Winterstein am See,MV,VRE
18851,Sandthal,MV,VRE
18860,Ostberg,MV,VRE
18864,Südtal,MV,VRE
18870,Lindenhausen,MV,VRE
18882,Steinbrunn,MV,VRE
18897,Steinthal,MV,VRE
18899,Bruchheim,MV,VRE
18906,Sternstadt-Süd,MV,VRE
18920,Fährdorf am See,MV,VRE
18921,Schlossbrück,MV,VRE
18923,Neuwald-Süd,MV,VRE
18930,Ostingen,MV,VRE
18950,Wiesenheim-Süd,MV,VRE
18960,Sommerfeld,MV,VRE
18962,Rabental,MV,VRE
18971,Wiesenfurt,MV,VRE
18977,Sternberg am Berg,MV,VRE
18984,Heidesee,MV,VRE
19011,Burgbrück,BB,UR
19027,Unterweiler an der Ilm,BB,UR
19029,Adlerheim-Nord,BB,UR
19050,Wolfsroda,BB,UR
19055,Ahornbach,BB,UR
19066,Sonnendorf,BB,UR
19160,Brückenweiler,BB,UR
19185,Altbrück am Berg,BB,UR
19211,Weidenau,BB,UR
19219,Burgburg,BB,UR
19255,Burgfeld,BB,UR
19268,Hohenheim,BB,UR
19286,Neuingen,BB,UR
19290,Fuchsbrunn,BB,UR
19292,Burgberg,BB,UR
19296,Heideroda,BB,UR
19316,Brückenthal,BB,UR
19357,Falkenhofen,MV,HON
19379,Südingen,MV,HON
19476,Weidental-Süd,MV,HON
19507,Fuchsburg,MV,HON
19512,Lindendorf-Süd,MV,HON
19527,Steinstadt,MV,HON
19557,Lindenweiler-Süd,MV,HON
19594,Nebelhausen-West,MV,HON
19613,Südfeld,MV,HON
19667,Obertal,MV,OEY
19670,Wiesenheim,MV,OEY
19674,Fährhagen,MV,OEY
19690,Fürstenwald am Berg,MV,OEY
19696,Bad Bischofsscheid im Tal,MV,OEY
19703,Grünheim,MV,OEY
19740,Rotberg,MV,OEY
19776,Bergburg,MV,OEY
19797,Schlossburg,MV,OEY
19815,Fürstenfurt,MV,OEY
19842,Lindenheim,MV,OEY
19849,Sonnenscheid an der Warne,MV,OEY
19891,Sonnenhausen am Moor,MV,OEY
19956,Wolfsroda,MV,OEY
19988,Nebelroda,MV,OEY
20000,Bergau,NI,EOI
20027,Oberburg-Ost,NI,EOI
20030,Eichenscheid,NI,EOI
20033,Winterwald,NI,EOI
20037,Bischofsheim,NI,EOI
20042,Kleinweiler,NI,EOI
20051,Fährbrunn,NI,EOI
20068,Altstein,NI,EOI
20070,Bergau,NI,EOI
20076,Bad Berghagen,NI,EOI
20091,Buchenbrunn,NI,EOI
20092,Fürstenhagen,NI,EOI
20102,Kleinthal im Tal,NI,EOI
20119,Wolfsstein,NI,EOI
20145,Rehburg,NI,EOI
20158,Bruchweiler,NI,EOI
20164,Osttal,NI,EOI
20169,Bischofsroda,NI,EOI
20172,Eichenwald im Grund,NI,EOI
20173,Bruchhausen,NI,EOI
20189,Eichenbach,NI,EOI
20190,Niederfurt,NI,EOI
20192,Weidenberg,NI,EOI
20199,Grünweiler,NI,EOI
20204,Bruchhagen,NI,EOI
20205,Westhofen am Berg,NI,EOI
20206,Sonnenhofen,NI,EOI
20208,Weidenhofen,NI,EOI
20209,Espeningen,NI,EOI
20214,Lindenberg,NI,EOI
20218,Bad Fährau,NI,EOI
20242,Bärenweiler,HH,GA
20245,Fürstenscheid,HH,GA
20249,Unterbach,HH,GA
20254,Bergau,HH,GA
20260,Fuchshausen,HH,GA
20285,Birkendorf,HH,GA
20294,Fährbach,HH,GA
20302,Rotheim,HH,GA
20321,Schlossstein,HH,GA
20341,Sandtal,HH,GA
20354,Mönchsstadt,HH,GA
20356,Altbach,HH,GA
20384,Niederstadt-West,HH,GA
20396,Buchenhagen,HH,GA
20440,Eichenfurt,HH,GA
20470,Birkenau,HH,GA
20479,Neuweiler,SH,PDL
20494,Hafenstadt,SH,PDL
20514,Altbrück,SH,PDL
20519,Espenheim,SH,PDL
20534,Altfeld im Grund,SH,PDL
20545,Neuhausen,SH,PDL
20573,Brückenscheid,SH,PDL
20574,Moorfeld an der Warne,SH,PDL
20575,Steinau,SH,PDL
20578,Weidenburg,SH,PDL
20582,Rotau,SH,PDL
20596,Buchenheim-Ost,SH,PDL
20610,Markthofen an der Warne,SH,PDL
20625,Moorhofen,SH,PDL
20626,Unterstein,SH,PDL
20642,Sandfurt,SH,PDL
20643,Rotthal-Nord,SH,PDL
20649,Nebelbrück,SH,PDL
20661,Falkenbrück,SH,PDL
20711,Erlenau,SH,PDL
20746,Hafeningen,NI,RBM
20765,Bad Südhausen-West,NI,RBM
20767,Brückenthal,NI,RBM
20790,Kieshofen,NI,RBM
20791,Rotweiler,NI,RBM
20816,Ostdorf,NI,RBM
20820,Bad Hafenheim,NI,RBM
20853,Sternbrunn,NI,RBM
20866,Heidebrück,NI,RBM
20877,Weidenburg,NI,RBM
20925,Eichenburg,NI,RBM
20930,Bad Fürstenthal,NI,RBM
20937,Bärendorf-Nord,NI,RBM
20948,Erlenweiler an der Warne,NI,RBM
20957,Feldstadt,HH,FIG
20965,Erlensee,HH,FIG
20966,Wolfsroda im Tal,HH,FIG
20968,Nordbach,HH,FIG
20972,Ahornberg am Berg,HH,FIG
20980,Schlossfeld,HH,FIG
20983,Weidenhagen,HH,FIG
20984,Bärenscheid,HH,FIG
20989,Mühlhausen,HH,FIG
20993,Hohendorf-Süd,HH,FIG
20995,Großtal,HH,FIG
20996,Markthofen im Tal,HH,FIG
20999,Sandhagen,HH,FIG
21000,Hafenthal,HH,FIG
21002,Altingen,HH,FIG
21003,Westburg,HH,FIG
21008,Oberkirchen,HH,FIG
21011,Rehthal-Nord,HH,FIG
21012,Heidehofen,HH,FIG
21014,Moorfeld,HH,FIG
21015,Bergdorf-West,HH,FIG
21017,Bad Mönchsthal am Moor,HH,FIG
21019,Bad Feldau,HH,FIG
21022,Birkenscheid,HH,FIG
21031,Lindenwald,HH,FIG
21033,Neukirchen,HH,FIG
21047,Grünsee-Ost,HH,FIG
21050,Kiesbrück,HH,FIG
21051,Eichenscheid,HH,FIG
21059,Sternburg-Ost,HH,FIG
21062,Sonnenhagen,HH,FIG
21063,Berghausen am Moor,HH,FIG
21066,Feldheim,HH,FIG
21067,Moorsee,HH,FIG
21068,Neuberg,HH,FIG
21074,Erlenbach,HH,FIG
21080,Althausen-Ost,HH,FIG
21083,Kiesweiler,HH,FIG
21086,Marktdorf,HH,FIG
21090,Weidensee an der Ilm,HH,FIG
21097,Bruchfurt,HH,FIG
21100,Oststein,HH,FIG
21104,Unterheim,HH,FIG
21107,Lindenstein,HH,FIG
21114,Bergtal an der Warne,HH,FIG
21115,Falkenbach,HH,FIG
21120,Kiessee,HH,FIG
21121,Rabenbrück,HH,FIG
21124,Espenfeld,HH,FIG
21127,Bischofshausen,HH,FIG
21128,Espensee-Süd,HH,FIG
21135,Falkensee,HH,FIG
21137,Bischofsheim,HH,FIG
21138,Unterbach-Ost,HH,FIG
21139,Kleinweiler,HH,FIG
21145,Rotbrunn,HH,FIG
21148,Bad Großheim,HH,FIG
21156,Mooringen,HH,FIG
21163,Hafensee,HH,FIG
21165,Espental,HH,FIG
21168,Südhausen,HH,FIG
21173,Westingen am See,HH,FIG
21174,Markthausen,HH,FIG
21176,Birkenthal,HH,FIG
21177,Nordbach,HH,FIG
21181,Fürstenbrück,HH,FIG
21191,Buchenau,HH,FIG
21267,Fährau,SH,RH
21375,Erlenfurt-Nord,SH,RH
21409,Südhofen,SH,RH
21448,Königshausen,HH,SPJ
21454,Espenhagen,HH,SPJ
21458,Bergingen,HH,SPJ
21468,Altscheid an der Aue,HH,SPJ
21491,Kleinkirchen,HH,SPJ
21502,Ritterfeld,HH,SPJ
21519,Bischofswald,HH,SPJ
21535,Espenfeld,HH,SPJ
21590,Marktthal-Nord,HH,SPJ
21601,Bergburg,HH,SPJ
21614,Hohenstadt,HH,SPJ
21616,Sandberg im Tal,HH,SPJ
21627,Nebelbach,HH,SPJ
21631,Westweiler,HH,SPJ
21633,Neuhofen,HH,SPJ
21655,Ritteringen,HH,SPJ
21677,Eichenhausen-Ost,HB,ILL
21691,Winterbach,HB,ILL
21694,Bärenfeld,HB,ILL
21699,Südbrunn,HB,ILL
21700,Westkirchen,HB,ILL
21701,Bärenkirchen an der Warne,HB,ILL
21704,Sternbrunn,HB,ILL
21707,Heidesee,HB,ILL
21708,Unterberg,HB,ILL
21709,Mönchsroda,HB,ILL
21715,Espenstadt,HB,ILL
21721,Eichenberg,HB,ILL
21729,Ostsee am Berg,HB,ILL
21738,Rabenstadt,HB,ILL
21746,Burgfurt,HB,ILL
21760,Sternberg,HB,ILL
21776,Sonnenscheid,HB,ILL
21779,Nordweiler,HB,ILL
21781,Bruchfeld-Nord,HB,ILL
21782,Neufurt am See,HB,ILL
21788,Erlenwald,HB,ILL
21794,Wiesenhofen-Ost,HB,ILL
21804,Fuchskirchen,HB,ILL
21805,Marktthal,HB,ILL
21813,Espenstein im Tal,HB,ILL
21815,Ahornburg,HB,ILL
21819,Mühlwald-Nord,HB,ILL
21824,Ostburg,HB,ILL
21829,Bischofsthal,HB,ILL
21832,Bucheningen,HB,ILL
21835,Grünroda,HB,ILL
21848,Ostburg an der Aue,HB,ILL
21854,Südfeld,HB,ILL
21863,Hohenstein,HB,ILL
21864,Bergscheid,HB,ILL
21868,Sommerbrunn,HB,ILL
21874,Mönchssee,HB,ILL
21883,Hohenkirchen,HB,ILL
21891,Niederfurt,HB,ILL
21933,Rittersee,NI,DPU
21978,Wintersee,NI,DPU
21986,Wiesendorf,NI,DPU
22018,Ahornthal,NI,DPU
22020,Lindenbrunn am Berg,NI,DPU
22025,Burgfeld am Moor,NI,DPU
22037,Lindenheim,NI,DPU
22045,Westfurt,NI,DPU
22059,Burgwald,NI,DPU
22067,Fürstenbach,NI,DPU
22085,Sternthal,NI,DPU
22093,Hirschau,NI,DPU
22110,Sonnendorf,NI,DPU
22112,Hirschingen,NI,DPU
22125,Hirschtal,NI,DPU
22129,Wolfskirchen,NI,DPU
22137,Bad Mühlfurt,NI,DPU
22144,Talscheid,NI,DPU
22151,Neukirchen an der Ilm,NI,VUC
22158,Lindenhagen,NI,VUC
22160,Rehbrunn am Moor,NI,VUC
22162,Bischofsthal am Berg,NI,VUC
22165,Rehsee,NI,VUC
22185,Buchenscheid,NI,VUC
22190,Bad Erlenbrunn,NI,VUC
22193,Hohenwald,NI,VUC
22196,Sonnenstein,NI,VUC
22202,Weidenwald,NI,VUC
22210,Osthofen,NI,VUC
22215,Ostroda,NI,VUC
22218,Sternbrück,NI,VUC
22259,Sommerhausen-West,NI,VUC
22262,Marktthal,NI,VUC
22268,Steinfurt,NI,VUC
22271,Heidestein-West,NI,VUC
22279,Falkenbrück,NI,VUC
22284,Westberg,NI,VUC
22286,Königsdorf-Ost,NI,VUC
22289,Sonnenhofen,NI,VUC
22290,Unterhausen am See,NI,VUC
22303,Kleinwald,NI,VUC
22305,Fuchskirchen,NI,VUC
22312,Bischofskirchen,NI,VUC
22313,Fährberg am See,NI,VUC
22322,Adlerbrück im Tal,NI,VUC
22326,Sandwald,NI,VUC
22338,Bärensee,NI,VUC
22352,Sandstadt,NI,VUC
22356,Steinberg,NI,VUC
22366,Südbrück-Süd,NI,VUC
22368,Feldstein,NI,VUC
22382,Feldheim am Moor,NI,VUC
22430,Falkenau,SH,EUH
22485,Westthal,SH,EUH
22486,Kleinscheid,SH,EUH
22512,Moorbrunn,SH,EUH
22526,Rehfurt,SH,EUH
22531,Ritterthal,SH,EUH
22545,Osthausen,SH,EUH
22558,Schlosshofen,SH,EUH
22572,Bischofswald,SH,EUH
22589,Ritterfurt an der Aue,SH,EUH
22622,Wiesendorf-Süd,SH,ETQ
22630,Adlerbrunn,SH,ETQ
22632,Birkenhofen,SH,ETQ
22633,Bruchfurt,SH,ETQ
22639,Fuchsfurt,SH,ETQ
22640,Niederhofen,SH,ETQ
22642,Osthagen-West,SH,ETQ
22661,Großscheid,SH,ETQ
22663,Wiesental-Ost,SH,ETQ
22666,Marktfeld,SH,ETQ
22668,Rehbach,SH,ETQ
22671,Schlossberg,SH,ETQ
22676,Wiesenberg am Berg,SH,ETQ
22677,Wiesenbrunn,SH,ETQ
22678,Weidenkirchen,SH,ETQ
22679,Ahornthal-Ost,SH,ETQ
22680,Bärenburg,SH,ETQ
22684,Winterau am See,SH,ETQ
22685,Großhofen,SH,ETQ
22706,Hirschberg,SH,ETQ
22709,Hohenberg,SH,ETQ
22710,Hohenhofen,SH,ETQ
22712,Ahornkirchen,SH,ETQ
